unit_id,array_id,region,mean_SNR,mean_latency,mean_reliability,oracle_correlation
93,1,V1,3.349104899898342,19.75,0.4667223339074062,0.670249062709746
94,1,V1,3.300032608808752,17.25,0.5229712231029963,0.7119698914461143
95,1,V1,3.6437016114282827,18.25,0.45183487835175784,0.658885220625134
96,1,V1,5.545530191639957,28.5,0.5499389200809262,0.7302909526087071
97,1,V1,6.832703198806442,28.0,0.781350636226656,0.8797353983979469
98,1,V1,7.0680931702070895,24.25,0.6596089540154065,0.8050828675141515
99,1,V1,6.447307828713986,21.25,0.5927727493771471,0.7610947961001641
100,1,V1,3.1819349398062338,20.25,0.36793791311474183,0.5755752365460738
101,1,V1,2.0957758318153767,19.5,0.13752510459770984,0.337156153999718
102,1,V1,2.501802316950097,19.75,0.23043750319134965,0.45590086808529695
103,1,V1,0.9771283169054802,20.75,0.04916554312749009,0.17264151101651948
104,1,V1,10.224199419494235,23.25,0.7138865679033605,0.8391334379856282
105,1,V1,6.5064568278823405,21.75,0.6694073305846057,0.8114807511345207
106,1,V1,5.38028434197213,22.0,0.5956366722478785,0.7606332321028072
107,1,V1,3.9347891176717975,19.25,0.44943416571786876,0.656767158850494
108,1,V1,2.960401851831245,18.5,0.2560211320701968,0.48252743999712316
109,1,V1,1.930645305135315,19.0,0.12638338550772527,0.31982115428221913
110,1,V1,1.2212512557458226,20.25,0.028138304807089978,0.11167171879572692
111,1,V1,0.5461748467382258,28.75,0.03497681364347833,0.13277492439897126
112,1,V1,6.0471187040415675,23.5,0.5045128434921011,0.7004292301910879
113,1,V1,3.198479269696519,21.0,0.34512232958669425,0.5679197113574953
114,1,V1,3.3331030741136183,19.75,0.4192680042409911,0.6310496431207804
115,1,V1,3.374465956074298,19.0,0.27890238552691193,0.5057384823816616
116,1,V1,1.7197511577539775,21.25,0.09100595072348225,0.2640346391192521
117,1,V1,0.5042907035500653,32.0,0.018378882570606662,0.07802550282878527
118,1,V1,0.31462249886917626,25.5,0.0005531360109220031,-0.006439406215068755
119,1,V1,-0.007211532998509011,40.75,0.013670068755505336,0.0618213271837543
120,1,V1,5.105967864493297,24.0,0.6069288964370202,0.7707395473036418
121,1,V1,2.5487441754988094,22.0,0.25972719825072715,0.485420191538834
122,1,V1,4.179260433248177,20.25,0.3375784106062317,0.5631400877393459
123,1,V1,1.9289132546575227,20.25,0.09281202489809949,0.2613459602915104
124,1,V1,1.0483763427640227,27.0,0.024512622176482635,0.1018816258127886
125,1,V1,0.9059206701402265,22.25,0.023871731659465573,0.09952534346869128
126,1,V1,0.18189674123390395,39.5,0.020342006308338073,0.09093197737377462
127,1,V1,0.05173577204137987,30.0,0.03279378685304303,0.12860077286129376
128,2,V1,2.2672007465896535,25.25,0.24566365936755394,0.47193060403530096
129,2,V1,2.3301924516477643,30.0,0.30084106806469607,0.5275755576714941
130,2,V1,2.2575695416871606,30.0,0.25707535526879666,0.4851288165436316
131,2,V1,2.332984093245841,40.75,0.2562771011619561,0.483392326030552
132,2,V1,2.4763180996086787,49.75,0.19224659249668208,0.40889467675665886
133,2,V1,3.0274054528848096,41.5,0.283085397764589,0.5106125198926244
134,2,V1,1.0142523900529816,26.5,0.03413468708849159,0.13407167768589326
135,2,V1,1.412877424500697,28.0,0.03150936902516956,0.12574896869764404
136,2,V1,2.223659900801227,24.0,0.21226489542429802,0.42653310228586366
137,2,V1,3.512648909316386,28.75,0.5434016348522948,0.7268943640058382
138,2,V1,1.47630770813189,32.5,0.17830123155126634,0.390463553250251
139,2,V1,2.01384721041729,41.25,0.2780525675528834,0.5062536807422632
140,2,V1,1.8766129515089554,39.5,0.13639358670461355,0.3366242456546777
141,2,V1,3.53241318288538,48.75,0.1847814257976951,0.4010196923030916
142,2,V1,2.2589770034518666,46.0,0.07844845039008824,0.23726984414966668
143,2,V1,1.2459362044666356,27.0,0.06748373206773262,0.2157250444865853
144,2,V1,3.363660656969122,19.5,0.6471677386115029,0.7970827387433851
145,2,V1,4.2538826044407685,27.25,0.6087093290665267,0.7717756344403701
146,2,V1,2.9944630385311646,27.75,0.43579384210862115,0.6463285035839467
147,2,V1,3.3200849311550584,30.75,0.4253576154315565,0.637711939078062
148,2,V1,3.75601864100073,32.5,0.3739052631030048,0.5948141987603844
149,2,V1,2.813679367300234,50.25,0.0990475068281911,0.2765843075911634
150,2,V1,3.062495208724601,46.25,0.10700144734033684,0.2878070141804875
151,2,V1,3.071016273665604,100.25,0.08033692791070392,0.23984685397797892
152,2,V1,3.8574567100664714,23.25,0.6406921079412176,0.7928191787056741
